ID;COUNTRY;ISO;ADMIN_LEVEL_NAME;PCODE;REGION;LOG_TYPE;CATEGORY;MEASURE;TARGETED_POP_GROUP;COMMENTS;NON_COMPLIANCE;DATE_IMPLEMENTED;SOURCE;SOURCE_TYPE;LINK;ENTRY_DATE;Alternative source;;;;;
184;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Health screenings in airports and border crossings;Yes;International flighes;Not applicable;22/01/2020;Ministry of health;Government;http://en.nhc.gov.cn/2020-03/11/c_77644.htm OR http://en.nhc.gov.cn/2020-03/17/c_77841.htm;15/03/2020;;;;;;
185;China;CHN;;;Asia;Introduction / extension of measures;Governance and socio-economic measures;Emergency administrative structures activated or established;No;;Not applicable;;;;;15/03/2020;;;;;;
186;China;CHN;Wuhan;;Asia;Introduction / extension of measures;Movement restrictions;Domestic travel restrictions;No;;Not applicable;27/01/2020;Ministry of Health;Government;http://en.nhc.gov.cn/2020-03/11/c_77645.htm;15/03/2020;;;;;;
187;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Strengthening the public health system;No;Two hospitals, namely Huoshenshan and Leishenshan, were built in Wuhan from scratch in days, with a capacity of 1,000 and 1,600 beds respectively, for treating COVID-19 patients. Some public venues were converted into temporary hospitals. China has sent 42,600 healthcare professionals to help battle COVID-19 in Hubei province, and among them, 19,000 specialize in intensive care, according to figures unveiled by health authorities.;Not applicable;;Ministry of Health;Government;http://en.nhc.gov.cn/2020-03/11/c_77645.htm;15/03/2020;;;;;;
188;China;CHN;;;Asia;Introduction / extension of measures;Governance and socio-economic measures;State of emergency declared;No;;Not applicable;20/01/2020;Novinite;Media;https://www.novinite.com/articles/202851/Second+City+in+China+Introduces+State+of+Emergency+due+to+the+Coronavirus+Outbreak;15/03/2020;;;;;;
189;China;CHN;;;Asia;Introduction / extension of measures;Lockdown;Partial lockdown;No;In many regions;Not applicable;;Ministry of health;Government;http://en.nhc.gov.cn/2020-03/09/c_77561.htm;15/03/2020;;;;;;
190;China;CHN;;;Asia;Introduction / extension of measures;Movement restrictions;Additional health/documents requirements upon arrival;No;everyone arriving from abroad;Not applicable;;French Embassy;Government;https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/chine/;15/03/2020;;;;;;
201;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Psychological assistance and medical social work;Yes;Patients, health personnel and people in quarantine;Not applicable;13/03/2020;Ministry of Health;Government;;15/03/2020;;;;;;
773;China;CHN;Hong Kong;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;all arriving travelers have to quarantine for 14 days, arrivals from China, Macau and Taiwan are exempt from this;;19/03/2020;HongKongFP;Media;https://www.hongkongfp.com/2020/03/17/breaking-coronavirus-hong-kong-issues-travel-alert-territories-apart-china-taiwan-macau/;17/03/2020;;;;;;
779;China;CHN;Shanghai;;Asia;Introduction / extension of measures;Public health measures;Health screenings in airports and border crossings;Yes;intensified health screening for travelers arriving from South Korea, Japan, Italy, Iran, France, Spain, Germany, the United States, UK, Sweden, Netherlands, Denmark, Switzerland, Austria, Belgium and Norway. This also applies to travelers having been to these countries in the past 14 days prior to entry: will have to undergo health screening in designated observation sites;;;Shanghai Daily;Media;https://www.shine.cn/news/metro/2003174479/;17/03/2020;;;;;;
780;China;CHN;Shanghai;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;stricter quarantine rules for travelers arriving from South Korea, Japan, Italy, Iran, France, Spain, Germany, the United States, UK, Sweden, Netherlands, Denmark, Switzerland, Austria, Belgium and Norway (also applies to travelers having been to these countries in the past 14 days prior to entry): will have to undergo 14 day quarantine in designated observation sites if tested positively and are requested to quarantine also in case of a negative test;;;Shanghai Daily;Media;https://www.shine.cn/news/metro/2003174479/;17/03/2020;;;;;;
1211;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Strengthening the public health system;No;Construction of first makeshift hospital. First patients admitted February 5. ;;03/02/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/17/c_77834.htm;20/03/2020;;;;;;
1212;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Strengthening the public health system;No;10 new makeshift hospital opened. 5,600 patients admitted. ;;13/02/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/17/c_77834.htm;21/03/2020;;;;;;
1213;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Strengthening the public health system;No;16 makeshift hospitals total. 13,000 beds available. ;;27/02/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/17/c_77834.htm;21/03/2020;;;;;;
1214;China;CHN;Beijing;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;All international arrivals in Beijing will be required to be isolated at designated facilities even if they do not have coronavirus symptoms, starting March 16. “The D-zone, in Terminal 3, will provide services such travelers need as well as the required procedures, including health examinations, identification checks and transfers.”;;16/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/16/c_77771.htm + http://en.nhc.gov.cn/2020-03/16/c_77770.htm;21/03/2020;;;;;;
1215;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Psychological assistance and medical social work;Yes;China implemented “measures to care for, protect and aid children left unattended after the virus outbreak. These measures cover children whose parents or other guardians are identified as confirmed or suspected cases of the COVID-19 or need to be quarantined for observation… Children in need should also have access to temporary financial aid, psychological counseling and remote schooling services, among others.”;;16/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/16/c_77769.htm;21/03/2020;;;;;;
1216;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;General recommendations;No;“residents on the mainland not travel abroad amid the novel coronavirus disease (COVID-19) outbreak, particularly to countries hit hard by the pandemic.”;;16/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/16/c_77810.htm;21/03/2020;;;;;;
1217;China;CHN;Beijing;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;Starting on March 16, all travelers entering Beijing from overseas were required to be quarantined at designated sites for 14 days. Only people with special circumstances that pass rigorous assessment can be granted self-quarantine at home. “People who are older than 70, minors and pregnant women can apply to do the quarantine at their own homes” < http://en.nhc.gov.cn/2020-03/17/c_77840.htm >;;16/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/17/c_77837.htm;21/03/2020;;;;;;
1218;China;CHN;Shanghai;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;Shanghai extends quarantine to inbound travelers from 16 countries: South Korea, Italy, Iran, Japan, France, Spain, Germany, the United States, the United Kingdom, Switzerland, Sweden, Belgium, Norway, the Netherlands, Denmark and Austria.;;17/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/17/c_77875.htm;21/03/2020;;;;;;
1219;China;CHN;Wuhan;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;People coming to Wuhan from outside the Chinese mainland will, starting from March 17, be quarantined for 14 days at designated places at their own expense.;;17/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/18/c_77896.htm;21/03/2020;;;;;;
1220;China;CHN;Chongquing ;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;All people coming to Chongqing Municipality from overseas are subject to temperature screening and nucleic acid testing starting from March 17. People who have normal results but are from countries with severe epidemic situations will be quarantined at designated places for 14 days at their own expense while the rest are subject to a 14-day home quarantine.;;17/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/19/c_77965.htm;21/03/2020;;;;;;
1221;China;CHN;Shandong;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;All people traveling to Shandong from abroad should be quarantined in designated places or at home for 14 days. The rule applies to all inbound travelers, regardless of their nationalities.;;18/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/18/c_77897.htm;21/03/2020;;;;;;
1222;China;CHN;Beijing ;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;Beijing municipality has required people arriving in the city from other countries to undergo a self-paid 14-day concentrated medical observation from on March 18;;18/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/19/c_77978.htm;21/03/2020;;;;;;
1223;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;General recommendations;Yes;Chinese students abroad should suspend their trips back to China, if not necessary. If they do go, choose non-stop flights. ;;18/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/19/c_77953.htm;21/03/2020;;;;;;
1224;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;General recommendations;No;Wearing masks in the right way can prevent the infection of respiratory diseases such as COVID-19 and influenza ;;19/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/19/c_77956.htm;21/03/2020;;;;;;
1225;China;CHN;Beijing;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;From March 19, all travelers from overseas have to be put under quarantine in designated places for 14 days when they arrive in Beijing.;;19/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/20/c_78023.htm;21/03/2020;;;;;;
1226;China;CHN;Shanghai;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;Shanghai extends quarantine to inbound travelers from 8 new countries. The list includes South Korea, Italy, Iran, Japan, France, Spain, Germany, the US, the UK, Switzerland, Sweden, Belgium, Norway, the Netherlands, Denmark, Austria, Australia, Malaysia, Greece, Czech Republic, Finland, Qatar, Canada and Saudi Arabia.;;19/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/20/c_78024.htm;21/03/2020;;;;;;
1227;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Psychological assistance and medical social work;No;China has released an official work plan on March 19 to address psychological counseling for those affected by COVID-19, including patients, their families, families of fallen patients, vulnerable groups, health workers and those fighting the virus in the front line including police officers and community workers.;;19/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/20/c_78022.htm;21/03/2020;;;;;;
1228;China;CHN;Shanghai;;Asia;Introduction / extension of measures;Public health measures;Health screenings in airports and border crossings;Yes;Shanghai has assigned additional medical staff to support the screening procedures at customs checkpoints.;;19/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/20/c_78033.htm;21/03/2020;;;;;;
5498;China;CHN;;;Asia;Introduction / extension of measures;Movement restrictions;International flights suspension;No;Beijing will redirect some inbound flights scheduled to land at its Beijing Capital International Airport to other airports in nearby cities based on changes in the epidemic situation;Not applicable;20/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/20/c_78025.htm;15/04/2020;;;;;;
5499;China;CHN;;;Asia;Introduction / extension of measures;Movement restrictions;International flights suspension;No;Beijing diverting flights to fight virus ;Not applicable;21/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/21/c_78071.htm;15/04/2020;;;;;;
5500;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Strengthening the public health system;No;Shanghai will improve its fever clinics and add 182 new ones in the city's community health service centers in order to strengthen the screening of COVID-19 disease, according to the municipal health commission on Mar 22.;Not applicable;22/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/23/c_78168.htm;15/04/2020;;;;;;
5501;China;CHN;Hubei;;Asia;Introduction / extension of measures;Public health measures;Strengthening the public health system;Yes;launched training for medics in central China's Hubei Province;Not applicable;22/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/23/c_78169.htm;15/04/2020;;;;;;
5502;China;CHN;Wuhan;;Asia;Introduction / extension of measures;Movement restrictions;Domestic travel restrictions;No;The public need to go through real-name registration for taking public transportation or taxis in Wuhan, capital of central China's Hubei Province, authorities said March 22. It applies to buses, ferries, trams, subways and taxis that have resumed operations. Those who fail to authenticate themselves will be barred from taking these vehicles.;Other (add in comments);22/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/23/c_78137.htm;15/04/2020;;;;;;
5503;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Health screenings in airports and border crossings;No;Starting on March 23, the Chinese capital will redirect all the inbound flights scheduled to land at Beijing Capital International Airport to 12 designated airports where passengers' health condition will be checked.;Not applicable;23/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/23/c_78170.htm;15/04/2020;;;;;;
5504;China;CHN;Beijing;;Asia;Introduction / extension of measures;Public health measures;Health screenings in airports and border crossings;Yes;Starting on March 23, those landing at Beijing Capital International Airport and showing symptoms, such as fever and cough, and who have travel histories to countries with serious coronavirus outbreaks or some other conditions worthy of note must undergo nucleic acid testing, Xinhua News Agency quoted the city's anti-COVID-19 office as saying. ;Refusal to enter the country;23/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/23/c_78170.htm;15/04/2020;;;;;;
5505;China;CHN;Shanghai;;Asia;Introduction / extension of measures;Public health measures;Health screenings in airports and border crossings;Yes;All travelers arriving at Shanghai airports from countries severely affected by the novel coronavirus pandemic must undergo epidemiological investigation and tests for COVID-19 ;Refusal to enter the country;23/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/23/c_78171.htm;15/04/2020;;;;;;
5506;China;CHN;Shanghai;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;All travelers arriving at Shanghai airports from countries severely affected by the novel coronavirus pandemic must be escorted to homes or hotels for quarantine, after testing;Not available;23/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/23/c_78171.htm;15/04/2020;;;;;;
5507;China;CHN;Beijing;;Asia;Introduction / extension of measures;Public health measures;Health screenings in airports and border crossings;No;Two or more body temperature screenings are being conducted at Beijing Capital International Airport customs for each inbound traveler, including infrared temperature checks and infrared detection gun temperature measurements;Not applicable;24/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/24/c_78213.htm;15/04/2020;;;;;;
5508;China;CHN;Beijing;;Asia;Introduction / extension of measures;Movement restrictions;Additional health/documents requirements upon arrival;Yes;On flights to Beijing, passengers will need to fill in health declaration forms.;Refusal to enter the country;24/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/24/c_78214.htm;15/04/2020;;;;;;
5509;China;CHN;Beijing;;Asia;Introduction / extension of measures;Movement restrictions;International flights suspension;Yes;Instead of directly arriving in Beijing, flights heading for the capital will be redirected to 12 airports－in Tianjin, Taiyuan, Hohhot, Shijiazhuang, Jinan, Qingdao, Nanjing, Shenyang, Dalian, Zhengzhou, Xi'an or Shanghai.;Not applicable;24/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/24/c_78214.htm;15/04/2020;;;;;;
5510;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;Those categorized as close contacts or with infection risks after epidemiological investigation will be taken to local sites for a 14-day quarantine.;Not available;24/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/24/c_78214.htm;15/04/2020;;;;;;
5511;China;CHN;Beijing;;Asia;Introduction / extension of measures;Public health measures;Other public health measures enforced;No;The plane will be completely disinfected at the airport before flying to the capital.;Not applicable;24/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/24/c_78214.htm;15/04/2020;;;;;;
5512;China;CHN;Beijing;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;Those who live in Beijing will be handed over to working groups from their home district stationed at the center and then be sent to designated sites for a 14-day quarantine.Those who do not live in Beijing will be handed over to working groups from their home provinces, autonomous regions or municipalities. The working groups will arrange group trips for them to go home on planes or trains. After arriving at their home destination, they will also be quarantined for 14 days.;Not available;24/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/24/c_78214.htm;15/04/2020;;;;;;
5513;China;CHN;Shanghai;;Asia;Introduction / extension of measures;Movement restrictions;International flights suspension;Yes;all inbound flights previously scheduled to land at Shanghai Hongqiao International Airport will be diverted to Shanghai Pudong International Airport;Not applicable;25/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/25/c_78237.htm;15/04/2020;;;;;;
5514;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Psychological assistance and medical social work;Yes;Beijing has opened four free psychological counseling hotlines for overseas Chinese to help relieve emotional stress caused by the pandemic of novel coronavirus;Not applicable;26/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/26/c_78331.htm;15/04/2020;;;;;;
5515;China;CHN;;;Asia;Introduction / extension of measures;Movement restrictions;Visa restrictions;Yes;China has decided to temporarily suspend the entry into China by foreign nationals holding valid visas or residence permits;Refusal to enter the country;26/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/27/c_78370.htm;15/04/2020;;;;;;
5516;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Other public health measures enforced;No;"Beijing to ban hunting, eating wildlife. Penalties described as ""harsh"" ";Other (add in comments);26/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/27/c_78372.htm;15/04/2020;;;;;;
5517;China;CHN;Guangdong;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;Guangdong demands quarantine for all overseas arrivals;Not available;27/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/27/c_78387.htm;15/04/2020;;;;;;
5518;China;CHN;Guangdong;;Asia;Introduction / extension of measures;Public health measures;Health screenings in airports and border crossings;Yes;Guangdong demands nucleic acid testing for all overseas arrivals;Refusal to enter the country;27/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/27/c_78387.htm;15/04/2020;;;;;;
5519;China;CHN;Shanghai;;Asia;Introduction / extension of measures;Public health measures;Health screenings in airports and border crossings;Yes;All inbound travelers to Shanghai to face quarantine;Not available;26/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/27/c_78388.htm;15/04/2020;;;;;;
5520;China;CHN;Beijing;;Asia;Introduction / extension of measures;Public health measures;Testing policy;Yes;All patients who went to clinics because of fever in Beijing are required to take nucleic acid tests to see if they are infected with novel coronavirus.;Not available;27/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/27/c_78389.htm;15/04/2020;;;;;;
5521;China;CHN;;;Asia;Introduction / extension of measures;Movement restrictions;International flights suspension;No;China to cut international flights.;Not applicable;26/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/27/c_78394.htm;15/04/2020;;;;;;
5522;China;CHN;;;Asia;Introduction / extension of measures;Movement restrictions;Domestic travel restrictions;No;Effective on March 29, domestic airlines will be required to reduce their international routes to only one per country and cap the number of flights to and from each country to no more than one flight per week;Not applicable;29/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/28/c_78444.htm;15/04/2020;;;;;;
5523;China;CHN;Zhejiang;;Asia;Introduction / extension of measures;Public health measures;Isolation and quarantine policies;Yes;Zhejiang will quarantine all from overseas;Not available;28/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/28/c_78446.htm;15/04/2020;;;;;;
5524;China;CHN;;;Asia;Introduction / extension of measures;Movement restrictions;International flights suspension;No;require all citizens to suspend their travel plans if not necessary;Not applicable;30/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/30/c_78535.htm;15/04/2020;;;;;;
5525;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Psychological assistance and medical social work;Yes;China has pledged to provide more care for children whose guardians are not around amid the novel coronavirus outbreak.;Not applicable;30/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/31/c_78565.htm;15/04/2020;;;;;;
5526;China;CHN;;;Asia;Introduction / extension of measures;Movement restrictions;Surveillance and monitoring;Yes;All people under home quarantine in Beijing must get an overall checkup;Not available;30/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-03/31/c_78622.htm;16/04/2020;;;;;;
5527;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Requirement to wear protective gear in public;Yes;Students shall always wear protective masks in the classroom as schools start to reopen;Not available;31/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/01/c_78630.htm;16/04/2020;;;;;;
5528;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Awareness campaigns;No;New AC: Take asymptomatic COVID-19 cases seriously;Not applicable;31/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/01/c_78648.htm;16/04/2020;;;;;;
5529;China;CHN;;;Asia;Introduction / extension of measures;Movement restrictions;Surveillance and monitoring;Yes;Volunteers for a coronavirus epidemiological survey will assist professionals in the tracking, information verification and medical observation of close contacts amid the epidemic. As of March 30, more than 300,000 volunteers for epidemic prevention and control had been recruited in Shanghai, with each volunteer contributing nearly 60 hours of service.;Not applicable;31/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/01/c_78649.htm;16/04/2020;;;;;;
5530;China;CHN;Beijing;;Asia;Introduction / extension of measures;Movement restrictions;Surveillance and monitoring;Yes;City officials will conduct a thorough examination of those who are now undergoing home quarantine;Not applicable;01/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/01/c_78666.htm;16/04/2020;;;;;;
5531;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Strengthening the public health system;Yes;"Chinese embassies and consulates have distributed epidemic prevention materials including masks and ""health kits"" to overseas students in a timely manner";Not applicable;02/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/02/c_78719.htm;16/04/2020;;;;;;
5532;China;CHN;;;Asia;Introduction / extension of measures;Movement restrictions;Border closure ;Yes;China is now implementing a movement against people who illegally cross the nation's borders or organize and transport others to do so. Illegal entrants could receive mitigated punishment, or even be exempted from punishment, if they voluntarily turn themselves in to public security organs.  Those who provide effective clues or assistance in solving an illegal entry case will get a 10,000 yuan ($1,400) award. ;Other (add in comments);03/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/03/c_78764.htm;16/04/2020;;;;;;
5533;China;CHN;;;Asia;Introduction / extension of measures;Movement restrictions;Surveillance and monitoring;Yes;surveillance for asymptomatic infections will be expanded to include close contacts of confirmed COVID-19 patients and asymptomatic patients, cluster outbreaks, and key areas and populations with high risk of infections;Not applicable;02/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/03/c_78766.htm;16/04/2020;;;;;;
5534;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Mass population testing;Yes;China will step up targeted screening of people infected with the novel coronavirus but showing no symptoms;Not applicable;02/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/03/c_78766.htm;16/04/2020;;;;;;
5535;China;CHN;Wuhan;;Asia;Introduction / extension of measures;Social distancing;Limit public gatherings;No;asked its residents to stay at home and avoid nonessential outings as the city works to prevent a rebound in the outbreak.;Not applicable;03/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/03/c_78778.htm;16/04/2020;;;;;;
5536;China;CHN;;;Asia;Introduction / extension of measures;Governance and socio-economic measures;Economic measures;Yes;The General Administration of Customs will confiscate illegal income and severely punish manufacturers exporting low-quality, defective and counterfeit medical goods to ensure the quality of the country's foreign trade;Legal action;06/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/07/c_78856.htm;16/04/2020;;;;;;
5537;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Strengthening the public health system;No;The Chinese government will ramp up efforts from various departments to accelerate the process of exporting crucial medical supplies to the world;Not applicable;07/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/07/c_78891.htm;16/04/2020;;;;;;
5538;China;CHN;;;Asia;Phase-out measure;Public health measures;Isolation and quarantine policies;Yes;Urging elderly care providers in low-risk areas to restore their services, the guideline noted that a 14-day quarantine will not be required among elderly people or staff within the area before their entrance;Not applicable;08/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/08/c_78919.htm;16/04/2020;;;;;;
5539;China;CHN;;;Asia;Introduction / extension of measures;Movement restrictions;Additional health/documents requirements upon arrival;Yes;Chinese passengers who are going to fly from 26 countries to China are required to submit their health information prior to boarding the plane.   Passengers who take the flights between April 8 and April 22 should report the related information every day ahead of their flights. Passenger who plan to fly after April 22 need to report the information daily for two weeks before boarding;Legal action;07/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/08/c_78918.htm;16/04/2020;;;;;;
5540;China;CHN;Zhejiang;;Asia;Introduction / extension of measures;Public health measures;Testing policy;Yes;East China's Zhejiang province announced it will carry out necessary nucleic acid and serum tests on inbound personnel coming from Wuhan in the future 14 days.;Not available;07/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/08/c_78939.htm;16/04/2020;;;;;;
5541;China;CHN;Guangdong;;Asia;Introduction / extension of measures;Public health measures;Testing policy;Yes;5-shield system: checkpoints, medical observation and isolation at designated venues, community screening, fever clinics and treatment at hospitals,;Not applicable;08/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/08/c_78955.htm;16/04/2020;;;;;;
5542;China;CHN;Yunnan;;Asia;Introduction / extension of measures;Movement restrictions;Border closure ;No;Yunnan province restricts border crossings into China;Not available;06/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/09/c_78956.htm;16/04/2020;;;;;;
5543;China;CHN;Wuhan;;Asia;Phase-out measure;Movement restrictions;Domestic travel restrictions;Yes;Wuhan lifted outbound travel restrictions on April 8;Not applicable;08/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/09/c_78997.htm;16/04/2020;;;;;;
5544;China;CHN;Beijing;;Asia;Introduction / extension of measures;Public health measures;Testing policy;Yes;All arrivals to Beijing who need to stay at hotels must provide a nucleic acid test certificate from April 12;Not available;12/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/11/c_79053.htm;16/04/2020;;;;;;
5545;China;CHN;Shanghai;;Asia;Introduction / extension of measures;Public health measures;Testing policy;Yes;The Shanghai Municipal Health Commission has encouraged and supported local enterprises to subject employees returning from Wuhan, Hubei province to nucleic acid testing ;Not available;08/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/12/c_79086.htm;16/04/2020;;;;;;
5546;China;CHN;Guangdong;;Asia;Introduction / extension of measures;Public health measures;Testing policy;Yes;South China's Guangdong Province has demanded all school staff undergo nucleic acid tests before resuming work;Not available;13/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/13/c_79112.htm;16/04/2020;;;;;;
5547;China;CHN;;;Asia;Introduction / extension of measures;Movement restrictions;Surveillance and monitoring;Yes;New non-compliance measures to be taken against foreigners not complying. The administration made the statement on its website over the weekend, saying foreigners in China should promptly register their accommodations and comply with the identification inspection by public security departments.The statement came after several recent incidents involving foreigners refusing to wear masks or cooperate with China's epidemic control measures sparked public outcry.;Legal action;13/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/13/c_79111.htm;16/04/2020;;;;;;
5548;China;CHN;Shanghai;;Asia;Introduction / extension of measures;Movement restrictions;Surveillance and monitoring;No;Shanghai has expanded its fever surveillance networks to include 182 community-based fever sentinel sites to upgrade its public health emergency response system.;Not applicable;14/03/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/14/c_79168.htm;16/04/2020;;;;;;
5549;China;CHN;;;Asia;Introduction / extension of measures;Public health measures;Health screenings in airports and border crossings;No;Chinese authorities are strengthening containment measures to identify asymptomatic cases of novel coronavirus disease (COVID-19) at border ports and block the spread of the disease, a customs official said on April 13. Stricter health measures have been taken at air, sea and land ports.;Not applicable;13/04/2020;NHC of the PRC;Government;http://en.nhc.gov.cn/2020-04/14/c_79169.htm;16/04/2020;;;;;;
